"Source Function / Function / Call Stack","CPU Time","Module","Function (Full)","Source File","Start Address"
"coral::FrontierAccess::QueryDefinition::addToOutputList","0.01","[Unknown]","coral::FrontierAccess::QueryDefinition::addToOutputList(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>)","[Unknown]","0"
"coral::FrontierAccess::SessionProperties::log","0.01","[Unknown]","coral::FrontierAccess::SessionProperties::log(void)","[Unknown]","0"
"std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>::_M_construct<char*>.constprop.387","0.01","[Unknown]","void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>::_M_construct<char*>(char*, char*, std::forward_iterator_tag).constprop.387","[Unknown]","0"
"CaloCellGeometry::checkParmPtr","0.01","[Unknown]","CaloCellGeometry::checkParmPtr(std::vector<float, std::allocator<float>> const&, std::vector<EZArrayFL<float>, std::allocator<EZArrayFL<float>>>&)","CaloCellGeometry.cc","0"
"boost::date_time::date_generator_formatter<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char>>>::date_generator_formatter","0.01","[Unknown]","boost::date_time::date_generator_formatter<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char>>>::date_generator_formatter(void)","[Unknown]","0"
"__gnu_cxx::__normal_iterator<Point3DBase<float, GlobalTag>*, std::vector<Point3DBase<float, GlobalTag>, std::allocator<Point3DBase<float, GlobalTag>>>>::__normal_iterator","0.01","[Unknown]","__gnu_cxx::__normal_iterator<Point3DBase<float, GlobalTag>*, std::vector<Point3DBase<float, GlobalTag>, std::allocator<Point3DBase<float, GlobalTag>>>>::__normal_iterator(void)","stl_iterator.h","0"
"coral::FrontierAccess::DomainProperties::cacheControl","0.01","[Unknown]","coral::FrontierAccess::DomainProperties::cacheControl(void) const","[Unknown]","0"
"ClusterShape::determineShape","0.01","[Unknown]","ClusterShape::determineShape(PixelGeomDetUnit const&, SiPixelCluster const&, ClusterData&)","ClusterShape.cc","0"
"std::vector<Phase2TrackerCluster1D, std::allocator<Phase2TrackerCluster1D>>::emplace_back<Phase2TrackerCluster1D>","0.01","[Unknown]","Phase2TrackerCluster1D& std::vector<Phase2TrackerCluster1D, std::allocator<Phase2TrackerCluster1D>>::emplace_back<Phase2TrackerCluster1D>(Phase2TrackerCluster1D&&)","vector.tcc","0"
"edm::stream::ProducingModuleAdaptor<Phase2TrackerClusterizer, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::setupRun","0.01","[Unknown]","edm::stream::ProducingModuleAdaptor<Phase2TrackerClusterizer, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::setupRun(edm::stream::EDProducerBase*, edm::RunIndex)","ProducingModuleAdaptor.h","0"
"std::_Construct<HcalRecoParam, HcalRecoParam const&>","0.01","[Unknown]","void std::_Construct<HcalRecoParam, HcalRecoParam const&>(HcalRecoParam*, HcalRecoParam const&&&)","stl_construct.h","0"
"HcalHitReconstructor::endRun","0.01","[Unknown]","HcalHitReconstructor::endRun(edm::Run const&, edm::EventSetup const&)","HcalHitReconstructor.cc","0"
"edm::stream::ProducingModuleAdaptor<Phase2TrackerClusterizer, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::wantsGlobalLuminosityBlocks","0.01","[Unknown]","edm::stream::ProducingModuleAdaptor<Phase2TrackerClusterizer, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::wantsGlobalLuminosityBlocks(void) const","ProducingModuleAdaptor.h","0"
"edm::Event::putImpl<edm::SortedCollection<HBHERecHit, edm::StrictWeakOrdering<HBHERecHit>>>","0.01","[Unknown]","edm::OrphanHandle<edm::SortedCollection<HBHERecHit, edm::StrictWeakOrdering<HBHERecHit>>> edm::Event::putImpl<edm::SortedCollection<HBHERecHit, edm::StrictWeakOrdering<HBHERecHit>>>(unsigned int, std::unique_ptr<edm::SortedCollection<HBHERecHit, edm::StrictWeakOrdering<HBHERecHit>>, std::default_delete<edm::SortedCollection<HBHERecHit, edm::StrictWeakOrdering<HBHERecHit>>>>)","Event.h","0"
"reco::parser::ExpressionLazyVar::value","0.01","[Unknown]","reco::parser::ExpressionLazyVar::value(edm::ObjectWithDict const&) const","value_ptr.h","0"
"ClusterShapeHitFilter::getpd","0.01","[Unknown]","ClusterShapeHitFilter::getpd(SiPixelRecHit const&, ClusterShapeHitFilter::PixelData const*) const","ClusterShapeHitFilter.h","0"
"func@0xc730","0.01","[Unknown]","func@0xc730","[Unknown]","0"
"edm::stream::ProducingModuleAdaptor<HFPreReconstructor, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::setupRun","0.01","[Unknown]","edm::stream::ProducingModuleAdaptor<HFPreReconstructor, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::setupRun(edm::stream::EDProducerBase*, edm::RunIndex)","ProducingModuleAdaptor.h","0"
"tbb::internal::__TBB_machine_atomic_load<long, (int)2>","0.01","[Unknown]","long tbb::internal::__TBB_machine_atomic_load<long, (int)2>(long volatile const&)","gcc_generic.h","0"
"DataProxyWrapper<CastorGainsRcd, CastorGains, cond::DefaultInitializer<CastorGains>>::initConcurrentIOVs","0.01","[Unknown]","DataProxyWrapper<CastorGainsRcd, CastorGains, cond::DefaultInitializer<CastorGains>>::initConcurrentIOVs(unsigned int)","DataProxy.h","0"
"func@0x2b7b0","0.01","[Unknown]","func@0x2b7b0","[Unknown]","0"
"std::vector<unsigned short, std::allocator<unsigned short>>::vector","0.01","[Unknown]","std::vector<unsigned short, std::allocator<unsigned short>>::vector(std::vector<unsigned short, std::allocator<unsigned short>> const&)","stl_vector.h","0"
"std::_Vector_base<double, std::allocator<double>>::~_Vector_base","0.01","[Unknown]","std::_Vector_base<double, std::allocator<double>>::~_Vector_base(void)","stl_vector.h","0"
"coral::FrontierAccess::DomainProperties::service","0.01","[Unknown]","coral::FrontierAccess::DomainProperties::service(void) const","[Unknown]","0"
"edm::eventsetup::findDependentRecordsFor<TrajectoryFitterRecord>","0.01","[Unknown]","std::set<edm::eventsetup::EventSetupRecordKey, std::less<edm::eventsetup::EventSetupRecordKey>, std::allocator<edm::eventsetup::EventSetupRecordKey>> edm::eventsetup::findDependentRecordsFor<TrajectoryFitterRecord>(void)","findDependentRecordsFor.h","0"
"DetGroup::DetGroup","0.01","[Unknown]","DetGroup::DetGroup(DetGroup&&)","DetGroup.h","0"
"HcalDetId::iphi","0.01","[Unknown]","HcalDetId::iphi(void) const","HcalDetId.h","0"
"__introsort_loop<__gnu_cxx::__normal_iterator<DetGroup*, std::vector<DetGroup> >, long int, __gnu_cxx::__ops::_Iter_comp_iter<(anonymous namespace)::DetGroupElementPerpLess> >","0.01","[Unknown]","__introsort_loop<__gnu_cxx::__normal_iterator<DetGroup*, std::vector<DetGroup> >, long int, __gnu_cxx::__ops::_Iter_comp_iter<(anonymous namespace)::DetGroupElementPerpLess> >","DetGroup.h","0"
"EBDetId::EBDetId","0.01","[Unknown]","EBDetId::EBDetId(int, int)","EBDetId.h","0"
"edm::typelookup::className<EcalLaserAPDPNRatiosRefRcd>","0.01","[Unknown]","char const* edm::typelookup::className<EcalLaserAPDPNRatiosRefRcd>(void)","EcalLaserAPDPNRatiosRefRcd.cc","0"
"ROOT::Math::SVector<double, (unsigned int)5>::IsInUse","0.01","[Unknown]","ROOT::Math::SVector<double, (unsigned int)5>::IsInUse(double const*) const","SVector.icc","0"
"GeometricSearchDet::position","0.01","[Unknown]","GeometricSearchDet::position(void) const","GeometricSearchDet.h","0"
"Phase2EndcapLayer::overlapInR","0.01","[Unknown]","Phase2EndcapLayer::overlapInR(TrajectoryStateOnSurface const&, int, double) const","Phase2EndcapLayer.cc","0"
"StraightLinePropagator::propagateParametersOnPlane","0.01","[Unknown]","StraightLinePropagator::propagateParametersOnPlane(FreeTrajectoryState const&, Plane const&, Point3DBase<float, LocalTag>&, Vector3DBase<float, LocalTag>&, double&) const","xmmintrin.h","0"
"PixelRod::compatibleDetsV","0.01","[Unknown]","PixelRod::compatibleDetsV(TrajectoryStateOnSurface const&, Propagator const&, MeasurementEstimator const&, std::vector<std::pair<GeomDet const*, TrajectoryStateOnSurface>, std::allocator<std::pair<GeomDet const*, TrajectoryStateOnSurface>>>&) const","shared_ptr_base.h","0"
"func@0x80f0","0.01","[Unknown]","func@0x80f0","[Unknown]","0"
"Phase2OTBarrelRod::computeCrossings","0.01","[Unknown]","Phase2OTBarrelRod::computeCrossings(TrajectoryStateOnSurface const&, PropagationDirection) const","Phase2OTBarrelRod.cc","0"
"EcalTrigTowerDetId::EcalTrigTowerDetId","0.01","[Unknown]","EcalTrigTowerDetId::EcalTrigTowerDetId(int, EcalSubdetector, int, int, int)","EcalTrigTowerDetId.cc","0"
"CompatibleDetToGroupAdder::add","0.01","[Unknown]","CompatibleDetToGroupAdder::add(GeomDet const&, TrajectoryStateOnSurface const&, Propagator const&, MeasurementEstimator const&, std::vector<DetGroup, std::allocator<DetGroup>>&)","DetGroup.h","0"
"TTreeCache::AddBranch","0.01","[Unknown]","TTreeCache::AddBranch(TBranch*, bool)","[Unknown]","0"
"edm::eventsetup::ProxyArgumentFactoryTemplate<edm::eventsetup::CallbackProxy<edm::eventsetup::Callback<StableParametersTrivialProducer, std::unique_ptr<L1TGlobalParameters, std::default_delete<L1TGlobalParameters>>, L1TGlobalParametersRcd, edm::eventsetup::CallbackSimpleDecorator<L1TGlobalParametersRcd>>, L1TGlobalParametersRcd, std::unique_ptr<L1TGlobalParameters, std::default_delete<L1TGlobalParameters>>>, edm::eventsetup::Callback<StableParametersTrivialProducer, std::unique_ptr<L1TGlobalParameters, std::default_delete<L1TGlobalParameters>>, L1TGlobalParametersRcd, edm::eventsetup::CallbackSimpleDecorator<L1TGlobalParametersRcd>>>::makeProxy","0.01","[Unknown]","edm::eventsetup::ProxyArgumentFactoryTemplate<edm::eventsetup::CallbackProxy<edm::eventsetup::Callback<StableParametersTrivialProducer, std::unique_ptr<L1TGlobalParameters, std::default_delete<L1TGlobalParameters>>, L1TGlobalParametersRcd, edm::eventsetup::CallbackSimpleDecorator<L1TGlobalParametersRcd>>, L1TGlobalParametersRcd, std::unique_ptr<L1TGlobalParameters, std::default_delete<L1TGlobalParameters>>>, edm::eventsetup::Callback<StableParametersTrivialProducer, std::unique_ptr<L1TGlobalParameters, std::default_delete<L1TGlobalParameters>>, L1TGlobalParametersRcd, edm::eventsetup::CallbackSimpleDecorator<L1TGlobalParametersRcd>>>::makeProxy(unsigned int)","ProxyArgumentFactoryTemplate.h","0"
"edm::typelookup::className<TrackerGeometry>","0.01","[Unknown]","char const* edm::typelookup::className<TrackerGeometry>(void)","ES_TrackerGeometry.cc","0"
"coral::FrontierAccess::QueryDefinition::process","0.01","[Unknown]","coral::FrontierAccess::QueryDefinition::process(void)","[Unknown]","0"
"edm::service::MessageLogger::postStreamBeginRun","0.01","[Unknown]","edm::service::MessageLogger::postStreamBeginRun(edm::StreamContext const&)","MessageLogger.cc","0"
"std::operator<<<char, std::char_traits<char>, std::allocator<char>>","0.01","[Unknown]","std::basic_ostream<char, std::char_traits<char>>& std::operator<<<char, std::char_traits<char>, std::allocator<char>>(std::basic_ostream<char, std::char_traits<char>>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)","basic_string.h","0"
"edm::service::MessageLogger::establishModule","0.01","[Unknown]","edm::service::MessageLogger::establishModule(unsigned int, edm::ModuleCallingContext const&, char const*)","MessageLogger.cc","0"
"IdealObliquePrism::initCorners","0.01","[Unknown]","IdealObliquePrism::initCorners(EZArrayFL<Point3DBase<float, GlobalTag>>&)","IdealObliquePrism.cc","0"
"CaloSubdetectorGeometry::cellGeomPtr","0.01","[Unknown]","CaloSubdetectorGeometry::cellGeomPtr(unsigned int) const","shared_ptr_base.h","0"
"func@0xa2c0","0.01","[Unknown]","func@0xa2c0","[Unknown]","0"
"mathSSE::Vec4<double>::Vec4","0.01","[Unknown]","mathSSE::Vec4<double>::Vec4(double, double, double, double)","SSEVec.h","0"
"edm::stream::ProducingModuleAdaptor<Phase2TrackerClusterizer, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::hasAcquire","0.01","[Unknown]","edm::stream::ProducingModuleAdaptor<Phase2TrackerClusterizer, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::hasAcquire(void) const","ProducingModuleAdaptor.h","0"
"func@0xa310","0.01","[Unknown]","func@0xa310","[Unknown]","0"
"PlaneBuilderForGluedDet::computeRectBounds","0.01","[Unknown]","PlaneBuilderForGluedDet::computeRectBounds(std::vector<GeomDet const*, std::allocator<GeomDet const*>> const&, Plane const&) const","stl_vector.h","0"
"std::asin","0.01","[Unknown]","std::asin(float)","cmath","0"
"LocalTrajectoryParameters::LocalTrajectoryParameters","0.01","[Unknown]","LocalTrajectoryParameters::LocalTrajectoryParameters(Point3DBase<float, LocalTag> const&, Vector3DBase<float, LocalTag> const&, int)","LocalTrajectoryParameters.h","0"
"StraightLinePropagator::propagateWithPath","0.01","[Unknown]","StraightLinePropagator::propagateWithPath(FreeTrajectoryState const&, Cylinder const&) const","StraightLinePropagator.cc","0"
"std::forward<double&>","0.01","[Unknown]","double&&& std::forward<double&>(std::remove_reference<double&>::type&)","move.h","0"
"AnalyticalPropagator::propagateWithPath","0.01","[Unknown]","AnalyticalPropagator::propagateWithPath(FreeTrajectoryState const&, Cylinder const&) const","intrusive_ptr.hpp","0"
"clang::Sema::ProcessPragmaWeak","0.01","[Unknown]","clang::Sema::ProcessPragmaWeak(clang::Scope*, clang::Decl*)","[Unknown]","0"
"CircleFromThreePoints::CircleFromThreePoints","0.01","[Unknown]","CircleFromThreePoints::CircleFromThreePoints(Point3DBase<float, GlobalTag> const&, Point3DBase<float, GlobalTag> const&, Point3DBase<float, GlobalTag> const&, double)","CircleFromThreePoints.cc","0"
"std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>::basic_string<std::allocator<char>>.constprop.5547","0.01","[Unknown]","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>::basic_string<std::allocator<char>>(char const*, std::allocator<char> const&).constprop.5547","[Unknown]","0"
"DataProxyWrapper<EcalTPGFineGrainEBIdMapRcd, EcalTPGFineGrainEBIdMap, cond::DefaultInitializer<EcalTPGFineGrainEBIdMap>>::lateInit","0.01","[Unknown]","DataProxyWrapper<EcalTPGFineGrainEBIdMapRcd, EcalTPGFineGrainEBIdMap, cond::DefaultInitializer<EcalTPGFineGrainEBIdMap>>::lateInit(cond::persistency::Session&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, boost::posix_time::ptime const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)","DataProxy.h","0"
"func@0x16600","0.01","[Unknown]","func@0x16600","[Unknown]","0"
"std::vector<std::shared_ptr<cond::persistency::PayloadProxy<FileBlob>>, std::allocator<std::shared_ptr<cond::persistency::PayloadProxy<FileBlob>>>>::push_back","0.01","[Unknown]","std::vector<std::shared_ptr<cond::persistency::PayloadProxy<FileBlob>>, std::allocator<std::shared_ptr<cond::persistency::PayloadProxy<FileBlob>>>>::push_back(std::shared_ptr<cond::persistency::PayloadProxy<FileBlob>>&&)","stl_vector.h","0"
"llvm::Module::Module","0.01","[Unknown]","llvm::Module::Module(llvm::StringRef, llvm::LLVMContext&)","[Unknown]","0"
"clang::MultiplexExternalSemaSource::ReadWeakUndeclaredIdentifiers","0.01","[Unknown]","clang::MultiplexExternalSemaSource::ReadWeakUndeclaredIdentifiers(llvm::SmallVectorImpl<std::pair<clang::IdentifierInfo*, clang::WeakInfo>>&)","[Unknown]","0"
"edm::one::impl::Accumulator<edm::one::EDProducerBase>::produce","0.01","[Unknown]","virtual thunk edm::one::impl::Accumulator<edm::one::EDProducerBase>::produce(edm::Event&, edm::EventSetup const&)","implementors.h","0"
"clang::Decl::setLexicalDeclContext","0.01","[Unknown]","clang::Decl::setLexicalDeclContext(clang::DeclContext*)","[Unknown]","0"
"edm::stream::ProducingModuleAdaptor<EcalRawToDigi, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::hasAcquire","0.01","[Unknown]","edm::stream::ProducingModuleAdaptor<EcalRawToDigi, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::hasAcquire(void) const","ProducingModuleAdaptor.h","0"
"edm::stream::ProducingModuleAdaptor<EcalRawToDigi, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::wantsGlobalRuns","0.01","[Unknown]","edm::stream::ProducingModuleAdaptor<EcalRawToDigi, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::wantsGlobalRuns(void) const","ProducingModuleAdaptor.h","0"
"clang::NamedDecl::declarationReplaces","0.01","[Unknown]","clang::NamedDecl::declarationReplaces(clang::NamedDecl*, bool) const","[Unknown]","0"
"clang::Parser::ParseDeclGroup","0.01","[Unknown]","clang::Parser::ParseDeclGroup(clang::ParsingDeclSpec&, unsigned int, clang::SourceLocation*, clang::Parser::ForRangeInit*)","[Unknown]","0"
"clang::ASTReader::ReadLexicalDeclContextStorage","0.01","[Unknown]","clang::ASTReader::ReadLexicalDeclContextStorage(clang::serialization::ModuleFile&, llvm::BitstreamCursor&, unsigned long, clang::DeclContext*)","[Unknown]","0"
"clang::ASTDeclReader::VisitFunctionDecl","0.01","[Unknown]","clang::ASTDeclReader::VisitFunctionDecl(clang::FunctionDecl*)","[Unknown]","0"
"clang::ASTReader::FindExternalLexicalDecls","0.01","[Unknown]","clang::ASTReader::FindExternalLexicalDecls(clang::DeclContext const*, llvm::function_ref<bool (clang::Decl::Kind)>, llvm::SmallVectorImpl<clang::Decl*>&)","[Unknown]","0"
"edm::Wrapper<edm::SortedCollection<HBHEDataFrame, edm::StrictWeakOrdering<HBHEDataFrame>>>::dynamicTypeInfo_","0.01","[Unknown]","edm::Wrapper<edm::SortedCollection<HBHEDataFrame, edm::StrictWeakOrdering<HBHEDataFrame>>>::dynamicTypeInfo_(void) const","Wrapper.h","0"
"EcalElectronicsMapper::deletePointers","0.01","[Unknown]","EcalElectronicsMapper::deletePointers(void)","EcalElectronicsMapper.cc","0"
"clang::Sema::ActOnTemplateParameterList","0.01","[Unknown]","clang::Sema::ActOnTemplateParameterList(unsigned int, clang::SourceLocation, clang::SourceLocation, clang::SourceLocation, llvm::ArrayRef<clang::Decl*>, clang::SourceLocation, clang::Expr*)","[Unknown]","0"
"llvm::DenseMap<llvm::APInt, std::unique_ptr<llvm::ConstantInt, std::default_delete<llvm::ConstantInt>>, llvm::DenseMapAPIntKeyInfo, llvm::detail::DenseMapPair<llvm::APInt, std::unique_ptr<llvm::ConstantInt, std::default_delete<llvm::ConstantInt>>>>::grow","0.01","[Unknown]","llvm::DenseMap<llvm::APInt, std::unique_ptr<llvm::ConstantInt, std::default_delete<llvm::ConstantInt>>, llvm::DenseMapAPIntKeyInfo, llvm::detail::DenseMapPair<llvm::APInt, std::unique_ptr<llvm::ConstantInt, std::default_delete<llvm::ConstantInt>>>>::grow(unsigned int)","[Unknown]","0"
"func@0x26000","0.01","[Unknown]","func@0x26000","[Unknown]","0"
"dqm::impl::MonitorElement::getName[abi:cxx11]","0.01","[Unknown]","dqm::impl::MonitorElement::getName[abi:cxx11](void) const","MonitorElement.h","0"
